ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior,
43,0,57,49,5,88.79,88.79,443.95,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
44,0,57,49,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14610 EQ/1008,60.34,60.34,
44,0,57,49,4,88.79,88.79,355.16,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
45,0,4,5,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14610 EQ/ML1008,60.34,60.34,
45,0,4,5,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
45,0,4,5,1,60.34,60.34,60.34,FILTRO DE ACEITE ML1006,60.34,60.34,
45,0,4,5,6,88.79,88.79,532.74,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
45,0,4,5,1,168.1,168.1,168.1,FILTRO DE AIRE PUROLATOR TA34878 EQ/F-80A04,168.1,168.1,
45,0,4,5,1,77.59,77.59,77.59,FILTRO DE COMBUSTIBLE FGI-133,77.59,77.59,
45,0,4,5,4,30.17,30.17,120.68,BUJIA DE ENCENDIDO MOTORCRAFT,0,0,
45,0,4,5,1,426.72,426.72,426.72,ACEITE MOBIL SUPER TRC 20W-50 API SN GARRAFA,426.72,426.72,
45,0,4,5,1,81.03,81.03,81.03,ABRAZADERAS,81.03,81.03,
45,0,4,5,1,86.21,86.21,86.21,MANGUERA.,86.21,86.21,
47,0,63,55,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14610 EQ/ML1008,60.34,60.34,
47,0,63,55,4,88.79,88.79,355.16,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
47,0,63,55,1,94.83,94.83,94.83,BANDA DE ACCESORIO PARA NISSAN,94.83,94.83,
48,0,64,56,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
48,0,64,56,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
48,0,64,56,5,100.86,100.86,504.3,ACEITE MOBIL SUPER EXTENGINE SAE 10W-30 API SN,100.86,100.86,
48,0,64,56,1,60.35,60.35,60.35,FILTRO DE ACEITE PUROLATOR TL14476 EQ/ML 1017,60.35,60.35,
48,0,64,56,1,293.1,293.1,293.1,FILTRO DE AIRE GONHER G-150 EQ/F-110A01,293.1,293.1,
49,0,38,31,1,586.21,586.21,586.21,BOMBA DE AGUA,520.56,520.56,
49,0,38,31,1,110.35,110.35,110.35,ANTICONGELANTE PEAK VERDE GALÓN,110.35,110.35,
50,0,67,59,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
50,0,67,59,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
50,0,67,59,4,88.79,88.79,355.16,ACEITE MOBIL SUPER API 15W-40 SN BOTE 946ML,88.79,88.79,
50,0,67,59,1,60.34,60.34,60.34,FILTRO DE ACEITE ML 1014,60.34,60.34,
50,0,67,59,1,77.59,77.59,77.59,FILTRO DE AIRE INTERFIL F-60A00,77.59,77.59,
41,0,56,48,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
41,0,56,48,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
41,0,56,48,1,439.66,439.66,439.66,JUEGO DE BALATAS,551.72,551.72,
41,0,56,48,1,426.72,426.72,426.72,ACEITE MOBIL SUPER TRC 20W-50 API SN GARRAFA,426.72,426.72,
41,0,56,48,1,60.34,60.34,60.34,FILTRO DE ACEITE ML1003,60.34,60.34,
41,0,56,48,1,112.07,112.07,112.07,FILTRO DE AIRE TA35323 EQ/F-89A97,112.07,112.07,
41,0,56,48,1,77.59,77.59,77.59,FILTRO DE COMBUSTIBLE F64711 EQ/FGI18,77.59,77.59,
41,0,56,48,1,163.79,163.79,163.79,CILINDRO DE FRENO TRASERO PARA FORD ESCAPE,163.79,163.79,
45,0,4,5,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
49,0,38,31,1,60.34,60.34,60.34,FILTRO DE ACEITE ML 1005,60.34,60.34,
49,0,38,31,1,358.62,358.62,358.62,ACEITE MOBIL SPECIAL ALTO KILOMETRAJE SAE 25W-60 GARRAFA,358.62,358.62,
51,0,68,60,7,64.66,64.66,452.62,ACEITE MOBIL ESPECIAL SAE 20W-50 D/T,64.66,64.66,
51,0,68,60,1,517.24,517.24,517.24,CONSUMIBLES DE LIMPIEZA Y SELLADO DE MOTOR,431.03,431.03,
51,0,68,60,1,60.34,60.34,60.34,FILTRO DE ACEITE ML 1005,60.34,60.34,
51,0,68,60,1,168.1,168.1,168.1,FILTRO DE AIRE PUROLATOR TA34878 EQ/F-80A04,168.1,168.1,
51,0,68,60,1,27.59,27.59,27.59,BUJIA DE ENCENDIDO NGK TR55 (4161),27.59,27.59,
51,0,68,60,1,11707.76,11707.76,11707.76,CONJUNTO DE REFACCIONES DE SUSPENSIÓN,11707.76,11707.76,
52,0,68,60,7,64.66,64.66,452.62,ACEITE MOBIL ESPECIAL SAE 20W-50 D/T,64.66,64.66,
52,0,68,60,1,517.24,517.24,517.24,CONSUMIBLES DE LIMPIEZA Y SELLADO DE MOTOR,431.03,431.03,
52,0,68,60,1,60.34,60.34,60.34,FILTRO DE ACEITE ML 1005,60.34,60.34,
52,0,68,60,1,168.1,168.1,168.1,FILTRO DE AIRE PUROLATOR TA34878 EQ/F-80A04,168.1,168.1,
52,0,68,60,1,27.59,27.59,27.59,BUJIA DE ENCENDIDO NGK TR55 (4161),27.59,27.59,
52,0,68,60,1,11707.76,11707.76,11707.76,CONJUNTO DE REFACCIONES DE SUSPENSIÓN,11707.76,11707.76,
53,0,69,61,4,100.86,100.86,403.44,ACEITE MOBIL SUPER EXTENGINE SAE 10W-30 API SN,100.86,100.86,
53,0,69,61,1,60.35,60.35,60.35,FILTRO DE ACEITE ML 1009,60.35,60.35,
54,0,70,62,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
54,0,70,62,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
54,0,70,62,1,146.55,146.55,146.55,FILTRO DE AIRE PUROLATOR TA35671 EQ/ F-21A00,146.55,146.55,
54,0,70,62,6,113.79,113.79,682.74,ACEITE SEMISINTETICO MOBIL 5W-30 API SN,113.79,113.79,
54,0,70,62,1,60.35,60.35,60.35,FILTRO DE ACEITE ML 1009,60.35,60.35,
55,0,6,6,3,482.76,482.76,1448.28,GARRAFA DE ACEITE MOBIL DELVAC 1300 SUPER 15W-40 API CK-4,482.76,482.76,
55,0,6,6,1,258.62,258.62,258.62,FILTRO DE COMBUSTIBLE DIESEL,258.62,258.62,
56,0,76,54,1,258.62,258.62,258.62,MANIJA TRASERA LADO CHOFER PARA CHEVY,258.62,258.62,
56,0,76,54,1,314.66,314.66,314.66,TAPA DE COMBUSTIBLE CON BISAGRA INCLUIDA,293.1,293.1,
56,0,76,54,1,215.52,215.52,215.52,TERMINAL PARA CHEVY,215.52,215.52,
56,0,76,54,1,465.52,465.52,465.52,FARO DELANTERO LADO DERECHO PARA CHEVY,465.52,465.52,
56,0,76,54,2,724.14,724.14,1448.28,CERRADURA PARA PUERTA TRASERA IZQ Y DER PARA CHEVY,724.14,724.14,
56,0,76,54,2,60.35,60.35,120.7,RECIBIDORES DE CERRADURA PARA CHEVY,60.35,60.35,
56,0,76,54,1,560.35,560.35,560.35,CERRADURA PARA CAJUELA,560.35,560.35,
57,0,78,69,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14610 EQ/1008,60.34,60.34,
57,0,78,69,4,88.79,88.79,355.16,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
61,0,15,12,3,116.38,116.38,349.14,ACEITE RALOY PLATINUM MERCON V,116.38,116.38,
62,0,79,72,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
62,0,79,72,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
62,0,79,72,1,426.72,426.72,426.72,ACEITE MOBIL SUPER TRC 20W-50 API SN GARRAFA,426.72,426.72,
62,0,79,72,1,60.34,60.34,60.34,FILTRO DE ACEITE ML1003,60.34,60.34,
62,0,79,72,1,185.34,185.34,185.34,FILTRO DE AIRE INTERFIL F-19A04,185.34,185.34,
62,0,79,72,1,413.79,413.79,413.79,BANDA DE ACCESORIO GATES K061015,413.79,413.79,
62,0,79,72,4,74.14,74.14,296.56,BUJÍA NGK ZFR5FGP,74.14,74.14,
63,0,80,70,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
46,0,58,50,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
46,0,58,50,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
46,0,58,50,1,60.34,60.34,60.34,FILTRO DE ACEITE ML1006,60.34,60.34,
46,0,58,50,2,88.79,88.79,177.58,ACEITE MOBIL SUPER TRC 20W-50 API SN 946ML,88.79,88.79,
46,0,58,50,1,168.1,168.1,168.1,FILTRO DE AIRE PUROLATOR TA34878 EQ/F-80A04,168.1,168.1,
46,0,58,50,1,77.59,77.59,77.59,FILTRO DE COMBUSTIBLE FGI-133,77.59,77.59,
46,0,58,50,1,426.72,426.72,426.72,ACEITE MOBIL SUPER TRC 20W-50 API SN GARRAFA,426.72,426.72,
46,0,58,50,1,250,250,250,BOBINA,250,250,
46,0,58,50,8,47.41,47.41,379.28,BUJÍA DE ENCENDIDO ELECTRONICO NGK TR5GP (3186),47.41,47.41,
56,0,76,54,1,670.69,670.69,670.69,CERRADURA DELANTERA LADO IZQUIERDO,670.69,670.69,
63,0,80,70,2,176.72,176.72,353.44,GALÓN DE ANTICONGELANTE PRESTONE ROSA,176.72,176.72,
63,0,80,70,5,196.55,196.55,982.75,ACEITE MOBIL 1 SAE 5W-50 API SN 946ML,196.55,196.55,
63,0,80,70,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14612 EQ/1014,60.34,60.34,
63,0,80,70,1,82.76,82.76,82.76,FILTRO DE AIRE INTERFIL F-41A00,82.76,82.76,
63,0,80,70,1,2379.31,2379.31,2379.31,RADIADOR PARA NISSAN,2379.31,2379.31,
63,0,80,70,1,379.31,379.31,379.31,EMPAQUE DE TAPA DE PUNTERÍA PARA NISSAN,379.31,379.31,
64,0,4,5,1,112.08,112.08,112.08,MANGUERA Y ABRAZADERAS,99.14,99.14,
64,0,4,5,6,30.17,30.17,181.02,BUJIA DE ENCENDIDO MOTORCRAFT,0,0,
64,0,4,5,1,1068.97,1068.97,1068.97,TAPA DE DISTRIBUCIÓN PARA PONTIAC,1068.97,1068.97,
64,0,4,5,1,103.45,103.45,103.45,EMPAQUES DE DISTRIBUCIÓN,103.45,103.45,
64,0,4,5,1,258.62,258.62,258.62,COMBUSTIBLE,258.62,258.62,
58,0,77,68,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
58,0,77,68,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
58,0,77,68,5,64.66,64.66,323.3,ACEITE MOBIL ESPECIAL SAE 20W-50 D/T,64.66,64.66,
58,0,77,68,1,60.34,60.34,60.34,FILTRO DE ACEITE ML 1005,60.34,60.34,
58,0,77,68,1,142.41,142.41,142.41,FILTRO DE AIRE PUROLATOR TA34879 EQ/F-77A74,142.41,142.41,
58,0,77,68,8,47.41,47.41,379.28,BUJÍA DE ENCENDIDO ELECTRONICO NGK TR5GP (3186),47.41,47.41,
58,0,77,68,1,577.59,577.59,577.59,JUEGO DE CABLES PARA BUJÍA DURALAST GOLD,301.72,301.72,
58,0,77,68,1,77.59,77.59,77.59,FILTRO DE COMBUSTIBLE F64711 EQ/FGI18,77.59,77.59,
59,0,77,68,1,731.44,731.44,731.44,VARILLA PRINCIPAL,1910.22,1910.22,
59,0,77,68,2,264.54,264.54,529.08,ROTULA INFERIOR,260.92,260.92,
59,0,77,68,1,163.71,163.71,163.71,TERMINAL DE DIRECCIÓN R,241.7,241.7,
59,0,77,68,1,216.83,216.83,216.83,TERMINAL DE DIRECCIÓN L,157.92,157.92,
59,0,77,68,2,352.72,352.72,705.44,BUJE DE HORQUILLA,436.7,436.7,
59,0,77,68,2,198.28,198.28,396.56,CRUCETA,327.59,327.59,
59,0,77,68,1,517.5,517.5,517.5,VARILLA,248.28,248.28,
59,0,77,68,2,672.41,672.41,1344.82,SOPORTE DE MOTOR,306.59,306.59,
59,0,77,68,2,704.66,704.66,1409.32,AMORTIGUADOR DELANTERO PARA RANGER,704.66,704.66,
59,0,77,68,2,697.21,697.21,1394.42,AMORTIGUADOR TRASERO PARA RANGER,697.21,697.21,
59,0,77,68,2,237.07,237.07,474.14,ROTULA SUPERIOR,237.07,237.07,
59,0,77,68,1,372.95,372.95,372.95,JUEGO DE GOMAS DE HORQUILLA,372.95,372.95,
59,0,77,68,2,310.35,310.35,620.7,BALERO TINKEM DE TRONCO,310.35,310.35,
59,0,77,68,2,77.59,77.59,155.18,RETÉN DE DISCO,77.59,77.59,
60,0,54,16,1,67.24,67.24,67.24,BOTE LIMPIADOR DE CUERPO DE ACELERACIÓN ECOM,67.24,67.24,
60,0,54,16,1,73.28,73.28,73.28,BOTE DE LIMPIADOR DE INYECTORES EN ULTRASONIDO,73.28,73.28,
60,0,54,16,1,60.34,60.34,60.34,FILTRO DE ACEITE PUROLATOR TL14610 EQ/1008,60.34,60.34,
60,0,54,16,1,146.55,146.55,146.55,FILTRO DE AIRE PUROLATOR TA35671 EQ/ F-21A00,146.55,146.55,
60,0,54,16,6,100.86,100.86,605.16,ACEITE MOBIL SUPER EXTENGINE SAE 10W-30 API SN,100.86,100.86,
