ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
16,0,86,54,1,21.55,21.55,21.55,SOPORTE DE ASIENTO,15,15
19,0,88,56,1,129.31,129.31,129.31,96350161 RETEN DE CIGUEÑAL DEL,86.21,86.21
19,0,88,56,1,476.29,476.29,476.29,96353002 EMPAQUE DE PUNTERIAS,277.48,276.9
19,0,88,56,2,172.41,172.41,344.82,94580413 RETEN DE ARBOL DE LEVAS AVEO,133.86,133.86
19,0,88,56,1,508.62,508.62,508.62,US6046 BOMBA DE AGUA,390.88,390.88
19,0,88,56,1,129.31,129.31,129.31,# DESENGRASANTE Y SOLVENTES,61.16,61.16
20,0,53,64,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
20,0,53,64,1,94.83,94.83,94.83,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
20,0,53,64,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
20,0,53,64,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
20,0,53,64,1,48.1,48.1,48.1,PH3387 FILTRO PARA ACEITE,37,37
20,0,53,64,1,73.72,73.72,73.72,MA1008 FILTRO PARA AIRE,56.71,56.71
20,0,53,64,6,25.86,25.86,155.16,RS14YC6 (13) BUJIA CHAMPION,16.58,18.69
20,0,53,64,1,43.1,43.1,43.1,GG66 FILTRO PARA GASOLINA CHEVROLET,37.1,37.1
20,0,53,64,1,314.66,314.66,314.66,872034 CABLES PARA BUJIAS,242.01,242.01
21,0,95,59,1,603.45,603.45,603.45,IC50 BOBINA DE DE ENCENDIDO,528.54,528.54
21,0,95,59,1,431.04,431.04,431.04,4800878 SENSOR DE VELOCIDAD DE ENTRADA,380,380
22,0,98,62,2,90,90,180,DESENGRASANTE Y SOLVENTES,126,126
22,0,98,62,1,60.19,60.19,60.19,ROLOC,64.74,64.74
22,0,98,62,2,4.64,4.64,9.28,CIN0006 SINCHO NEGRO,3.57,3.57
22,0,98,62,1,33.62,33.62,33.62,160204 SILICON NEGRO FORTE,25.86,25.86
22,0,98,62,1,3.25,3.25,3.25,1141 FOCO DE 1 POLO PATAS PAREJAS,2.15,2.15
22,0,98,62,1,172.41,172.41,172.41,CGM41400 JUNTA DE CABEZA,130.14,130.14
